ticker,expiration,contractType,strike,bid,ask,volume,openInterest,impliedVolatility,spot_price,moneyness
QQQ,2026-04-30,call,623.0,4.89,4.99,19.0,555.0,0.1815267395019531,607.140625,1.0261
QQQ,2026-04-30,call,624.0,4.52,4.6,49.0,674.0,0.1792379440307617,607.140625,1.0278
QQQ,2026-04-30,call,625.0,4.15,4.24,857.0,5482.0,0.177193286743164,607.140625,1.0294
QQQ,2026-04-30,call,626.0,3.84,3.92,23.0,317.0,0.1756369058227539,607.140625,1.0311
QQQ,2026-04-30,call,627.0,3.55,3.63,13.0,414.0,0.1743856976318359,607.140625,1.0327
QQQ,2026-04-30,call,628.0,3.24,3.31,9.0,460.0,0.1721884539794922,607.140625,1.0344
QQQ,2026-04-30,call,629.0,2.97,3.05,32.0,524.0,0.1709677630615234,607.140625,1.036
QQQ,2026-04-30,call,630.0,2.71,2.78,2652.0,2147.0,0.1691367266845703,607.140625,1.0377
QQQ,2026-04-30,call,631.0,2.47,2.54,25.0,129.0,0.1677329321289062,607.140625,1.0393
QQQ,2026-04-30,call,632.0,2.25,2.32,68.0,367.0,0.1664512066650391,607.140625,1.0409
QQQ,2026-04-30,call,633.0,2.04,2.12,51.0,302.0,0.165322067565918,607.140625,1.0426
QQQ,2026-04-30,call,634.0,1.84,1.92,2.0,262.0,0.1638877557373047,607.140625,1.0442
QQQ,2026-04-30,call,635.0,1.67,1.73,130.0,1019.0,0.1623008575439453,607.140625,1.0459
QQQ,2026-04-30,call,636.0,1.5,1.57,87.0,442.0,0.1613243048095703,607.140625,1.0475
QQQ,2026-04-30,call,637.0,1.35,1.42,230.0,376.0,0.1602256829833984,607.140625,1.0492
QQQ,2026-04-30,call,638.0,1.22,1.28,255.0,354.0,0.159188095703125,607.140625,1.0508
QQQ,2026-04-30,call,639.0,1.1,1.15,83.0,130.0,0.1580894738769531,607.140625,1.0525
QQQ,2026-04-30,call,640.0,0.98,1.04,620.0,1440.0,0.1573570593261719,607.140625,1.0541
QQQ,2026-04-30,call,641.0,0.89,0.94,16.0,393.0,0.1567467138671875,607.140625,1.0558
QQQ,2026-04-30,call,642.0,0.79,0.85,37.0,313.0,0.1561974029541015,607.140625,1.0574
QQQ,2026-04-30,call,643.0,0.72,0.77,3.0,360.0,0.1557701611328125,607.140625,1.0591
QQQ,2026-04-30,call,644.0,0.64,0.69,2.0,105.0,0.1550987811279297,607.140625,1.0607
QQQ,2026-04-30,call,645.0,0.58,0.63,472.0,867.0,0.1550987811279297,607.140625,1.0624
QQQ,2026-04-30,call,646.0,0.51,0.56,28.0,380.0,0.15430533203125,607.140625,1.064
QQQ,2026-04-30,call,647.0,0.47,0.51,11.0,507.0,0.15430533203125,607.140625,1.0657
QQQ,2026-04-30,call,648.0,0.42,0.46,2.0,368.0,0.1540611938476562,607.140625,1.0673
QQQ,2026-04-30,call,649.0,0.38,0.43,338.0,593.0,0.1549156774902344,607.140625,1.0689
QQQ,2026-04-30,call,650.0,0.35,0.39,437.0,958.0,0.1549156774902344,607.140625,1.0706
QQQ,2026-04-30,call,651.0,0.32,0.36,1.0,342.0,0.1554039538574219,607.140625,1.0722
QQQ,2026-04-30,call,652.0,0.29,0.32,3.0,258.0,0.1547936083984375,607.140625,1.0739
QQQ,2026-04-30,call,653.0,0.26,0.3,4.0,302.0,0.1557701611328125,607.140625,1.0755
QQQ,2026-04-30,call,654.0,0.24,0.28,137.0,241.0,0.1566246447753906,607.140625,1.0772
QQQ,2026-04-30,call,655.0,0.22,0.26,92.0,264.0,0.157234990234375,607.140625,1.0788
QQQ,2026-04-30,call,656.0,0.2,0.25,26.0,446.0,0.1589439575195312,607.140625,1.0805
QQQ,2026-04-30,call,657.0,0.19,0.23,38.0,524.0,0.1594322338867187,607.140625,1.0821
QQQ,2026-04-30,call,658.0,0.17,0.21,4.0,102.0,0.1596763720703125,607.140625,1.0838
QQQ,2026-04-30,call,659.0,0.16,0.2,3.0,209.0,0.1608970629882812,607.140625,1.0854
QQQ,2026-04-30,call,660.0,0.15,0.19,37.0,5912.0,0.16211775390625,607.140625,1.0871
QQQ,2026-04-30,call,661.0,0.14,0.18,1.0,362.0,0.1633384448242187,607.140625,1.0887
QQQ,2026-04-30,call,662.0,0.13,0.17,6.0,74.0,0.1643149975585937,607.140625,1.0904
QQQ,2026-04-30,call,663.0,0.12,0.16,10.0,373.0,0.1652915502929687,607.140625,1.092
QQQ,2026-04-30,call,664.0,0.11,0.15,1.0,66.0,0.16602396484375,607.140625,1.0937
QQQ,2026-04-30,call,665.0,0.11,0.14,4.0,353.0,0.167000517578125,607.140625,1.0953
QQQ,2026-04-30,call,666.0,0.1,0.14,1.0,539.0,0.1691977612304687,607.140625,1.0969
QQQ,2026-04-30,call,667.0,0.1,0.13,5.0,62.0,0.16993017578125,607.140625,1.0986
QQQ,2026-04-30,call,668.0,0.09,0.13,7.0,90.0,0.1721274194335937,607.140625,1.1002
QQQ,2026-04-30,call,669.0,0.09,0.12,3.0,470.0,0.1723715576171875,607.140625,1.1019
QQQ,2026-04-30,call,670.0,0.08,0.12,5.0,2079.0,0.174812939453125,607.140625,1.1035
QQQ,2026-04-30,call,671.0,0.08,0.11,1.0,390.0,0.1750570776367187,607.140625,1.1052
QQQ,2026-04-30,call,672.0,0.07,0.11,1.0,188.0,0.1772543212890625,607.140625,1.1068
QQQ,2026-04-30,call,673.0,0.07,0.1,1.0,580.0,0.1772543212890625,607.140625,1.1085
QQQ,2026-04-30,call,674.0,0.07,0.1,35.0,137.0,0.179695703125,607.140625,1.1101
QQQ,2026-04-30,call,675.0,0.06,0.1,1.0,6775.0,0.18164880859375,607.140625,1.1118
QQQ,2026-04-30,call,680.0,0.05,0.08,3.0,7072.0,0.187508125,607.140625,1.12
QQQ,2026-04-30,call,685.0,0.04,0.07,4.0,387.0,0.1948322705078125,607.140625,1.1282
QQQ,2026-04-30,call,690.0,0.03,0.06,280.0,968.0,0.2016681396484375,607.140625,1.1365
QQQ,2026-04-30,call,695.0,0.02,0.05,30.0,509.0,0.2070391796874999,607.140625,1.1447
QQQ,2026-04-30,call,700.0,0.01,0.02,1.0,485.0,0.19727365234375,607.140625,1.1529
QQQ,2026-04-30,call,705.0,0.01,0.04,330.0,509.0,0.2216874707031249,607.140625,1.1612
QQQ,2026-04-30,call,710.0,0.01,0.04,1.0,669.0,0.2304764453125,607.140625,1.1694
QQQ,2026-04-30,call,715.0,0.0,0.03,5.0,73.0,0.233406103515625,607.140625,1.1777
QQQ,2026-04-30,call,720.0,0.0,0.03,4.0,76.0,0.242195078125,607.140625,1.1859
QQQ,2026-04-30,call,730.0,0.0,0.02,4.0,663.0,0.2500075,607.140625,1.2024
QQQ,2026-04-30,call,735.0,0.0,0.03,1.0,62.0,0.26758544921875,607.140625,1.2106
QQQ,2026-04-30,put,410.0,0.13,0.17,179.0,1062.0,0.622074091796875,607.140625,0.6753
QQQ,2026-04-30,put,415.0,0.14,0.18,127.0,551.0,0.6093789062500001,607.140625,0.6835
QQQ,2026-04-30,put,420.0,0.15,0.19,2.0,248.0,0.5961954443359375,607.140625,0.6918
QQQ,2026-04-30,put,425.0,0.16,0.2,29.0,368.0,0.5830119824218749,607.140625,0.7
QQQ,2026-04-30,put,430.0,0.18,0.2,94.0,309.0,0.569340244140625,607.140625,0.7082
QQQ,2026-04-30,put,435.0,0.19,0.23,45.0,291.0,0.5585981640625001,607.140625,0.7165
QQQ,2026-04-30,put,440.0,0.2,0.24,75.0,393.0,0.5449264257812501,607.140625,0.7247
QQQ,2026-04-30,put,445.0,0.22,0.26,6.0,83.0,0.53320779296875,607.140625,0.7329
QQQ,2026-04-30,put,450.0,0.23,0.27,46.0,653.0,0.5190477783203125,607.140625,0.7412
QQQ,2026-04-30,put,455.0,0.25,0.29,3.0,272.0,0.506840869140625,607.140625,0.7494
QQQ,2026-04-30,put,460.0,0.27,0.31,15.0,581.0,0.499028447265625,607.140625,0.7576
QQQ,2026-04-30,put,465.0,0.3,0.34,37.0,309.0,0.4882863671875,607.140625,0.7659
QQQ,2026-04-30,put,470.0,0.32,0.36,78.0,804.0,0.4748587670898437,607.140625,0.7741
QQQ,2026-04-30,put,475.0,0.35,0.39,312.0,588.0,0.46289599609375,607.140625,0.7824
QQQ,2026-04-30,put,480.0,0.38,0.42,53.0,5210.0,0.4506890869140625,607.140625,0.7906
QQQ,2026-04-30,put,485.0,0.42,0.46,49.0,9950.0,0.43945873046875,607.140625,0.7988
QQQ,2026-04-30,put,490.0,0.47,0.49,150.0,7987.0,0.4260311303710938,607.140625,0.8071
QQQ,2026-04-30,put,495.0,0.51,0.55,84.0,802.0,0.4162656030273437,607.140625,0.8153
QQQ,2026-04-30,put,500.0,0.56,0.61,317.0,3102.0,0.4057676611328125,607.140625,0.8235
QQQ,2026-04-30,put,505.0,0.63,0.68,220.0,846.0,0.3952697192382813,607.140625,0.8318
QQQ,2026-04-30,put,510.0,0.71,0.76,4345.0,5605.0,0.3850159155273437,607.140625,0.84
QQQ,2026-04-30,put,515.0,0.81,0.86,73.0,2231.0,0.3754945263671875,607.140625,0.8482
QQQ,2026-04-30,put,520.0,0.92,0.96,452.0,3750.0,0.3647524462890625,607.140625,0.8565
QQQ,2026-04-30,put,525.0,1.05,1.1,4211.0,5614.0,0.3559634716796874,607.140625,0.8647
QQQ,2026-04-30,put,530.0,1.19,1.24,319.0,1796.0,0.3457096679687499,607.140625,0.8729
QQQ,2026-04-30,put,535.0,1.37,1.42,489.0,7604.0,0.3365544860839844,607.140625,0.8812
QQQ,2026-04-30,put,540.0,1.59,1.64,527.0,6320.0,0.3278875805664062,607.140625,0.8894
QQQ,2026-04-30,put,545.0,1.82,1.89,613.0,11239.0,0.3189765368652343,607.140625,0.8977
QQQ,2026-04-30,put,550.0,2.13,2.19,681.0,14990.0,0.3103096313476562,607.140625,0.9059
QQQ,2026-04-30,put,555.0,2.48,2.56,286.0,3744.0,0.3023751403808594,607.140625,0.9141
QQQ,2026-04-30,put,560.0,2.86,2.94,786.0,3073.0,0.2926706475830077,607.140625,0.9224
QQQ,2026-04-30,put,561.0,2.98,3.06,13.0,345.0,0.291877198486328,607.140625,0.924
QQQ,2026-04-30,put,562.0,3.04,3.11,22.0,352.0,0.2888254711914061,607.140625,0.9257
QQQ,2026-04-30,put,563.0,3.16,3.24,16.0,246.0,0.2880930566406249,607.140625,0.9273
QQQ,2026-04-30,put,564.0,3.26,3.34,41.0,131.0,0.2863840893554687,607.140625,0.9289
QQQ,2026-04-30,put,565.0,3.33,3.41,466.0,3227.0,0.2836985693359374,607.140625,0.9306
QQQ,2026-04-30,put,566.0,3.44,3.52,23.0,218.0,0.282111671142578,607.140625,0.9322
QQQ,2026-04-30,put,567.0,3.56,3.65,76.0,647.0,0.2809214974975585,607.140625,0.9339
QQQ,2026-04-30,put,568.0,3.68,3.77,26.0,198.0,0.2793651165771483,607.140625,0.9355
QQQ,2026-04-30,put,569.0,3.8,3.89,112.0,146.0,0.2777171838378905,607.140625,0.9372
QQQ,2026-04-30,put,570.0,3.89,3.97,4580.0,7183.0,0.2749095947265625,607.140625,0.9388
QQQ,2026-04-30,put,571.0,4.02,4.09,58.0,95.0,0.2730785583496093,607.140625,0.9405
QQQ,2026-04-30,put,572.0,4.15,4.24,85.0,294.0,0.2718578674316406,607.140625,0.9421
QQQ,2026-04-30,put,573.0,4.26,4.34,18.0,598.0,0.2693554510498046,607.140625,0.9438
QQQ,2026-04-30,put,574.0,4.42,4.51,138.0,590.0,0.2683788983154296,607.140625,0.9454
QQQ,2026-04-30,put,575.0,4.55,4.65,534.0,5523.0,0.266608896484375,607.140625,0.9471
QQQ,2026-04-30,put,576.0,4.7,4.79,41.0,245.0,0.2647168255615234,607.140625,0.9487
QQQ,2026-04-30,put,577.0,4.86,4.95,21.0,417.0,0.2631909619140625,607.140625,0.9504
QQQ,2026-04-30,put,578.0,5.02,5.11,134.0,993.0,0.2615430291748046,607.140625,0.952
QQQ,2026-04-30,put,579.0,5.15,5.24,13.0,252.0,0.2591016473388672,607.140625,0.9537
QQQ,2026-04-30,put,580.0,5.3,5.4,3721.0,3218.0,0.2572095764160156,607.140625,0.9553
QQQ,2026-04-30,put,581.0,5.45,5.55,1144.0,433.0,0.2550123327636719,607.140625,0.9569
QQQ,2026-04-30,put,582.0,5.66,5.75,64.0,472.0,0.2537306072998047,607.140625,0.9586
QQQ,2026-04-30,put,583.0,5.84,5.93,80.0,876.0,0.2518995709228515,607.140625,0.9602
QQQ,2026-04-30,put,584.0,5.99,6.09,67.0,342.0,0.2495802581787109,607.140625,0.9619
QQQ,2026-04-30,put,585.0,6.17,6.28,326.0,988.0,0.2477187045288085,607.140625,0.9635
QQQ,2026-04-30,put,586.0,6.38,6.47,161.0,293.0,0.2457350817871093,607.140625,0.9652
QQQ,2026-04-30,put,587.0,6.57,6.67,46.0,188.0,0.2438124935913085,607.140625,0.9668
QQQ,2026-04-30,put,588.0,6.82,6.91,41.0,228.0,0.2425612854003906,607.140625,0.9685
QQQ,2026-04-30,put,589.0,6.99,7.09,318.0,718.0,0.2399978344726562,607.140625,0.9701
QQQ,2026-04-30,put,590.0,7.27,7.37,587.0,1469.0,0.2391738681030273,607.140625,0.9718
QQQ,2026-04-30,put,591.0,7.48,7.58,6.0,215.0,0.2369155899047851,607.140625,0.9734
QQQ,2026-04-30,put,592.0,7.7,7.79,62.0,117.0,0.2345047253417968,607.140625,0.9751
QQQ,2026-04-30,put,593.0,7.92,8.02,18.0,147.0,0.2323685162353515,607.140625,0.9767
QQQ,2026-04-30,put,594.0,8.21,8.32,104.0,65.0,0.2313004116821289,607.140625,0.9784
QQQ,2026-04-30,put,595.0,8.48,8.6,203.0,858.0,0.2297135134887695,607.140625,0.98
QQQ,2026-04-30,put,596.0,8.75,8.86,1863.0,161.0,0.2276078216552734,607.140625,0.9817
QQQ,2026-04-30,put,597.0,8.99,9.1,92.0,261.0,0.2250138534545898,607.140625,0.9833
QQQ,2026-04-30,put,598.0,9.32,9.44,28.0,204.0,0.2240067834472655,607.140625,0.9849
QQQ,2026-04-30,put,599.0,9.58,9.68,33.0,296.0,0.2210771252441406,607.140625,0.9866
QQQ,2026-04-30,put,600.0,9.9,10.03,1145.0,3616.0,0.219886951599121,607.140625,0.9882
QQQ,2026-04-30,put,601.0,10.22,10.34,27.0,361.0,0.2178422943115234,607.140625,0.9899
QQQ,2026-04-30,put,602.0,10.53,10.63,82.0,215.0,0.215278843383789,607.140625,0.9915
QQQ,2026-04-30,put,603.0,10.82,10.95,57.0,370.0,0.213051082458496,607.140625,0.9932
QQQ,2026-04-30,put,604.0,11.17,11.29,95.0,165.0,0.2109453906249999,607.140625,0.9948
QQQ,2026-04-30,put,605.0,11.57,11.68,797.0,1209.0,0.2095110787963867,607.140625,0.9965
QQQ,2026-04-30,put,606.0,11.99,12.07,1143.0,179.0,0.2078326287841796,607.140625,0.9981
QQQ,2026-04-30,put,607.0,12.29,12.42,473.0,228.0,0.2053302124023437,607.140625,0.9998
QQQ,2026-04-30,put,608.0,12.73,12.86,551.0,160.0,0.2041095214843749,607.140625,1.0014
QQQ,2026-04-30,put,609.0,13.09,13.23,432.0,206.0,0.2015155532836914,607.140625,1.0031
QQQ,2026-04-30,put,610.0,13.45,13.63,180.0,895.0,0.1991962405395507,607.140625,1.0047
QQQ,2026-04-30,put,611.0,13.91,14.08,23.0,69.0,0.1974567559814453,607.140625,1.0064
QQQ,2026-04-30,put,612.0,14.38,14.57,4.0,88.0,0.1961750305175781,607.140625,1.008
QQQ,2026-04-30,put,613.0,14.44,15.62,1.0,109.0,0.2040179696655273,607.140625,1.0097
QQQ,2026-04-30,put,614.0,14.45,15.81,1.0,173.0,0.19727365234375,607.140625,1.0113
QQQ,2026-04-30,put,615.0,15.4,16.22,15.0,510.0,0.1939777868652344,607.140625,1.0129
QQQ,2026-04-30,put,616.0,16.17,17.03,1.0,37.0,0.1972126177978515,607.140625,1.0146
QQQ,2026-04-30,put,617.0,16.03,17.21,2.0,60.0,0.1894307131958008,607.140625,1.0162
QQQ,2026-04-30,put,618.0,17.1,17.8,4.0,36.0,0.1884236431884765,607.140625,1.0179
QQQ,2026-04-30,put,619.0,17.58,18.41,1.0,20.0,0.187508125,607.140625,1.0195
QQQ,2026-04-30,put,620.0,18.5,18.9,6.0,36.0,0.1841817422485351,607.140625,1.0212
QQQ,2026-04-30,put,624.0,20.13,21.42,16.0,16.0,0.1781393222045898,607.140625,1.0278
QQQ,2026-04-30,put,625.0,21.5,22.09,10.0,300.0,0.1766744931030273,607.140625,1.0294
QQQ,2026-04-30,put,640.0,32.64,35.88,2.0,39.0,0.2169878106689453,607.140625,1.0541
QQQ,2026-05-01,call,295.0,309.91,313.6,10.0,10.0,1.4401883459472655,607.140625,0.4859
QQQ,2026-05-01,call,430.0,175.57,179.11,70.0,32.0,0.5664105859375,607.140625,0.7082
QQQ,2026-05-01,call,470.0,135.86,139.31,10.0,10.0,0.6372106591796876,607.140625,0.7741
QQQ,2026-05-01,call,500.0,106.23,109.6,13.0,13.0,0.5251512329101562,607.140625,0.8235
QQQ,2026-05-01,call,510.0,96.43,99.79,8.0,12.0,0.4915822326660156,607.140625,0.84
QQQ,2026-05-01,call,520.0,86.67,89.98,5.0,22.0,0.4569756451416016,607.140625,0.8565
QQQ,2026-05-01,call,530.0,77.61,79.61,25.0,57.0,0.3989317919921875,607.140625,0.8729
QQQ,2026-05-01,call,535.0,72.88,74.86,5.0,12.0,0.3878235046386719,607.140625,0.8812
QQQ,2026-05-01,call,540.0,68.11,70.0,41.0,127.0,0.3715883154296875,607.140625,0.8894
QQQ,2026-05-01,call,545.0,63.91,65.29,5.0,61.0,0.3599307171630859,607.140625,0.8977
QQQ,2026-05-01,call,550.0,59.33,60.68,4.0,107.0,0.3502262243652343,607.140625,0.9059
QQQ,2026-05-01,call,555.0,54.06,56.04,10.0,31.0,0.3381413842773437,607.140625,0.9141
QQQ,2026-05-01,call,556.0,53.15,55.12,10.0,21.0,0.3357610369873046,607.140625,0.9158
QQQ,2026-05-01,call,557.0,52.22,54.21,10.0,11.0,0.3336248278808594,607.140625,0.9174
QQQ,2026-05-01,call,558.0,51.3,53.29,30.0,59.0,0.3311834460449219,607.140625,0.9191
QQQ,2026-05-01,call,559.0,50.39,52.38,40.0,15.0,0.3289251678466796,607.140625,0.9207
QQQ,2026-05-01,call,560.0,49.48,51.47,3.0,84.0,0.326605855102539,607.140625,0.9224
QQQ,2026-05-01,call,561.0,48.58,50.56,30.0,31.0,0.3242255078124999,607.140625,0.924
QQQ,2026-05-01,call,562.0,47.8,49.67,80.0,59.0,0.3222724023437499,607.140625,0.9257
QQQ,2026-05-01,call,563.0,47.8,48.4,140.0,77.0,0.3104317004394531,607.140625,0.9273
QQQ,2026-05-01,call,564.0,46.52,47.85,1.0,88.0,0.3172065350341796,607.140625,0.9289
QQQ,2026-05-01,call,565.0,45.04,46.92,33.0,436.0,0.3140327386474609,607.140625,0.9306
QQQ,2026-05-01,call,566.0,44.3,46.08,1.0,332.0,0.3130561859130859,607.140625,0.9322
QQQ,2026-05-01,call,567.0,43.44,45.21,120.0,178.0,0.3112861840820312,607.140625,0.9339
QQQ,2026-05-01,call,568.0,42.79,43.94,150.0,24.0,0.2997811721801757,607.140625,0.9355
QQQ,2026-05-01,call,569.0,41.97,43.25,2.0,58.0,0.3022225540161133,607.140625,0.9372
QQQ,2026-05-01,call,570.0,41.52,42.3,38.0,471.0,0.2983468603515624,607.140625,0.9388
QQQ,2026-05-01,call,571.0,40.09,41.68,2.0,68.0,0.3020394503784179,607.140625,0.9405
QQQ,2026-05-01,call,572.0,39.76,40.68,1.0,75.0,0.2968820312499999,607.140625,0.9421
QQQ,2026-05-01,call,573.0,38.6,39.49,2.0,40.0,0.2874827111816405,607.140625,0.9438
QQQ,2026-05-01,call,574.0,37.72,38.94,10.0,84.0,0.292304440307617,607.140625,0.9454
QQQ,2026-05-01,call,575.0,37.12,37.87,16.0,1289.0,0.2855296057128905,607.140625,0.9471
QQQ,2026-05-01,call,576.0,36.34,37.04,11.0,106.0,0.2839427075195311,607.140625,0.9487
QQQ,2026-05-01,call,577.0,35.56,36.41,19.0,76.0,0.2864756411743163,607.140625,0.9504
QQQ,2026-05-01,call,578.0,34.49,35.35,21.0,216.0,0.2798533929443358,607.140625,0.952
QQQ,2026-05-01,call,579.0,33.62,34.71,20.0,55.0,0.2818370156860351,607.140625,0.9537
QQQ,2026-05-01,call,580.0,32.99,33.89,99.0,359.0,0.280005979309082,607.140625,0.9553
QQQ,2026-05-01,call,581.0,31.81,32.96,54.0,135.0,0.2758556301879882,607.140625,0.9569
QQQ,2026-05-01,call,582.0,31.41,32.06,117.0,416.0,0.2722545919799803,607.140625,0.9586
QQQ,2026-05-01,call,583.0,30.0,31.18,236.0,158.0,0.2689587265014648,607.140625,0.9602
QQQ,2026-05-01,call,584.0,29.53,30.35,238.0,129.0,0.2665783792114258,607.140625,0.9619
QQQ,2026-05-01,call,585.0,29.02,29.56,171.0,1021.0,0.2648388946533203,607.140625,0.9635
QQQ,2026-05-01,call,586.0,28.21,28.79,730.0,638.0,0.2633740655517578,607.140625,0.9652
QQQ,2026-05-01,call,587.0,27.39,28.16,252.0,133.0,0.2643506182861328,607.140625,0.9668
QQQ,2026-05-01,call,588.0,26.61,27.1,284.0,233.0,0.257270610961914,607.140625,0.9685
QQQ,2026-05-01,call,589.0,25.55,26.53,212.0,123.0,0.259071130065918,607.140625,0.9701
QQQ,2026-05-01,call,590.0,25.12,25.54,234.0,1220.0,0.2531202618408203,607.140625,0.9718
QQQ,2026-05-01,call,591.0,24.09,25.01,195.0,303.0,0.2553175054931641,607.140625,0.9734
QQQ,2026-05-01,call,592.0,23.43,24.08,197.0,261.0,0.250282155456543,607.140625,0.9751
QQQ,2026-05-01,call,593.0,22.53,23.26,206.0,233.0,0.247077841796875,607.140625,0.9767
QQQ,2026-05-01,call,594.0,21.6,22.8,34.0,1214.0,0.2499769827270507,607.140625,0.9784
QQQ,2026-05-01,call,595.0,21.35,21.99,226.0,711.0,0.2466505999755859,607.140625,0.98
QQQ,2026-05-01,call,596.0,20.62,21.3,131.0,70.0,0.2452468054199219,607.140625,0.9817
QQQ,2026-05-01,call,597.0,19.78,20.63,115.0,102.0,0.2440566317749023,607.140625,0.9833
QQQ,2026-05-01,call,598.0,18.98,19.79,83.0,222.0,0.2398452481079101,607.140625,0.9849
QQQ,2026-05-01,call,599.0,17.86,18.91,603.0,656.0,0.2348709326171875,607.140625,0.9866
QQQ,2026-05-01,call,600.0,17.89,18.22,402.0,1401.0,0.2329178271484375,607.140625,0.9882
QQQ,2026-05-01,call,601.0,17.12,17.52,126.0,263.0,0.230629031677246,607.140625,0.9899
QQQ,2026-05-01,call,602.0,16.41,16.87,57.0,252.0,0.2290116162109375,607.140625,0.9915
QQQ,2026-05-01,call,603.0,15.74,15.97,23.0,221.0,0.2231522998046874,607.140625,0.9932
QQQ,2026-05-01,call,604.0,15.03,15.45,92.0,200.0,0.2233048861694335,607.140625,0.9948
QQQ,2026-05-01,call,605.0,14.58,14.69,11008.0,899.0,0.2194291925048828,607.140625,0.9965
QQQ,2026-05-01,call,606.0,13.95,14.06,150.0,228.0,0.2174455697631835,607.140625,0.9981
QQQ,2026-05-01,call,607.0,13.36,13.46,127.0,255.0,0.2157671197509765,607.140625,0.9998
QQQ,2026-05-01,call,608.0,12.71,12.81,239.0,282.0,0.2131121170043945,607.140625,1.0014
QQQ,2026-05-01,call,609.0,12.12,12.23,70.0,363.0,0.211372632446289,607.140625,1.0031
QQQ,2026-05-01,call,610.0,11.55,11.62,497.0,1528.0,0.2089617678833007,607.140625,1.0047
QQQ,2026-05-01,call,611.0,10.97,11.04,662.0,903.0,0.2068255587768554,607.140625,1.0064
QQQ,2026-05-01,call,612.0,10.42,10.49,93.0,808.0,0.2049640051269531,607.140625,1.008
QQQ,2026-05-01,call,613.0,9.85,9.94,94.0,439.0,0.2029193478393554,607.140625,1.0097
QQQ,2026-05-01,call,614.0,9.33,9.4,46.0,288.0,0.2007831387329101,607.140625,1.0113
QQQ,2026-05-01,call,615.0,8.81,8.87,393.0,994.0,0.1985858950805664,607.140625,1.0129
QQQ,2026-05-01,call,616.0,8.3,8.37,38.0,275.0,0.1966633068847656,607.140625,1.0146
QQQ,2026-05-01,call,617.0,7.81,7.88,19.0,400.0,0.1946491668701171,607.140625,1.0162
QQQ,2026-05-01,call,618.0,7.36,7.43,252.0,549.0,0.193092785949707,607.140625,1.0179
QQQ,2026-05-01,call,619.0,6.88,6.94,84.0,532.0,0.1905903695678711,607.140625,1.0195
QQQ,2026-05-01,call,620.0,6.43,6.5,541.0,1000.0,0.1886677813720703,607.140625,1.0212
QQQ,2026-05-01,call,621.0,6.0,6.1,81.0,179.0,0.1872029522705078,607.140625,1.0228
QQQ,2026-05-01,call,622.0,5.58,5.66,48.0,672.0,0.1847615704345702,607.140625,1.0245
QQQ,2026-05-01,call,623.0,5.19,5.26,75.0,256.0,0.1827474304199218,607.140625,1.0261
QQQ,2026-05-01,call,624.0,4.84,4.91,27.0,231.0,0.1813436358642577,607.140625,1.0278
QQQ,2026-05-01,call,625.0,4.47,4.54,1897.0,1669.0,0.1793294958496093,607.140625,1.0294
QQQ,2026-05-01,call,626.0,4.14,4.23,583.0,625.0,0.1781393222045898,607.140625,1.0311
QQQ,2026-05-01,call,627.0,3.82,3.87,27.0,573.0,0.1756674230957031,607.140625,1.0327
QQQ,2026-05-01,call,628.0,3.52,3.57,14.0,405.0,0.1740805249023437,607.140625,1.0344
QQQ,2026-05-01,call,629.0,3.23,3.28,104.0,845.0,0.1724325921630859,607.140625,1.036
QQQ,2026-05-01,call,630.0,2.96,3.01,10926.0,1871.0,0.1708456939697266,607.140625,1.0377
QQQ,2026-05-01,call,635.0,1.85,1.9,519.0,987.0,0.1637046520996094,607.140625,1.0459
QQQ,2026-05-01,call,640.0,1.12,1.16,318.0,1768.0,0.1585167156982422,607.140625,1.0541
QQQ,2026-05-01,call,645.0,0.66,0.7,86.0,1108.0,0.1554039538574219,607.140625,1.0624
QQQ,2026-05-01,call,650.0,0.4,0.44,184.0,3602.0,0.1551598156738281,607.140625,1.0706
QQQ,2026-05-01,call,655.0,0.26,0.3,28.0,440.0,0.1577232666015625,607.140625,1.0788
QQQ,2026-05-01,call,660.0,0.18,0.22,21.0,150.0,0.1623618920898437,607.140625,1.0871
QQQ,2026-05-01,call,665.0,0.13,0.16,611.0,648.0,0.1665122412109375,607.140625,1.0953
QQQ,2026-05-01,call,670.0,0.1,0.13,1.0,68.0,0.172859833984375,607.140625,1.1035
QQQ,2026-05-01,call,675.0,0.07,0.11,1.0,14.0,0.1801839794921875,607.140625,1.1118
QQQ,2026-05-01,call,680.0,0.06,0.09,50.0,56.0,0.1860432958984375,607.140625,1.12
QQQ,2026-05-01,call,685.0,0.04,0.08,1.0,51.0,0.1938557177734375,607.140625,1.1282
QQQ,2026-05-01,call,690.0,0.03,0.06,11.0,49.0,0.19727365234375,607.140625,1.1365
QQQ,2026-05-01,call,695.0,0.02,0.06,2.0,40.0,0.2070391796874999,607.140625,1.1447
QQQ,2026-05-01,call,720.0,0.0,0.03,10.0,15.0,0.2363357617187499,607.140625,1.1859
QQQ,2026-05-01,call,725.0,0.0,0.03,12.0,24.0,0.2461012890625,607.140625,1.1941
QQQ,2026-05-01,put,295.0,0.01,0.04,386.0,366.0,0.9062509375,607.140625,0.4859
QQQ,2026-05-01,put,300.0,0.01,0.05,359.0,439.0,0.8984385156249999,607.140625,0.4941
QQQ,2026-05-01,put,305.0,0.02,0.05,20.0,97.0,0.8906260937499999,607.140625,0.5024
